position,texte,rien
3755,sur,sur
3756,les,le
3757,places,place
3758,publiques,publique
3759,.,.
3760,Voyez,voir
3761,vous,vous
3762,monsieur,monsieur
3763,le,le
3764,premier,premier
3765,ministre,ministre
3766,ce,ce
3767,que,que
3768,vous,vous
3769,dites,dire
3770,là,là
3771,vous,vous
3772,l,l
3773,avez,avoir
3774,répété,répéter
3775,fois,foi|fois
3776,depuis,depuis
3777,les,le
3778,mois,moi|mois
3779,que,que
3780,vous,vous
3781,êtes,être
3782,candidat,candidat
3783,à,à
3784,la,le
3785,présidence,présidence
3786,de,de
3787,la,le
3788,république,république
3789,vous,vous
3790,l,l
3791,avez,avoir
3792,répété,répéter
3793,partout,partout
3794,on,on
3795,l,l
3796,a,avoir
3797,entendu,entendre
3798,sur,sur
3799,toutes,tout
3800,les,le
3801,ondes,onde
3802,vous,vous
3803,l,l
3804,avez,avoir
3805,souvent,souvent
3806,dit,dire
3807,au,au
3808,demeurant,demeurant
3809,pendant,pendant
3810,les,le
3811,deux,deux
3812,années,année
3813,où,où
3814,vous,vous
3815,avez,avoir
3816,été,être
3817,le,le
3818,premier,premier
3819,ministre,ministre
3820,le,le
3821,débat,débat
3822,a,avoir
3823,eu,avoir
3824,lieu,lieu
3825,on,on
3826,va,aller
3827,maintenant,maintenant
3828,opposer,opposer
3829,bilan,bilan
3830,à,à
3831,bilan,bilan
3832,mais,mais
3833,les,le
3834,français,français
3835,ont,avoir
3836,jugé,juger
3837,ils,il
3838,ont,avoir
3839,jugé,juger
3840,le,le
3841,avril,avril
3842,c,c
3843,est,être
3844,à,à
3845,dire,dire
3846,qu,qu
3847,il,il
3848,y,y
3849,a,avoir
3850,entre,entre
3851,et,et
3852,de,de
3853,français,français
3854,qui,qui
3855,ont,avoir
3856,estimé,estimer
3857,que,que
3858,vous,vous
3859,aviez,avoir
3860,raison,raison
3861,et,et
3862,puis,puis
3863,les,le
3864,autres,autre
3865,ont,avoir
3866,pensé,penser
3867,que,que
3868,vous,vous
3869,aviez,avoir
3870,tort,tort
3871,.,.
3872,Quand,quand
3873,vous,vous
3874,aurez,avoir
3875,dit,dire
3876,vous,vous
3877,que,que
3878,les,le
3879,socialistes,socialiste
3880,ont,avoir
3881,tout,tout
3882,raté,rater
3883,et,et
3884,quand,quand
3885,j,j
3886,aurai,avoir
3887,répondu,répondre
3888,que,que
3889,vous,vous
3890,avez,avoir
3891,tout,tout
3892,raté,rater
3893,en,en
3894,quoi,quoi
3895,aurons,avoir
3896,nous,nous
3897,fait,faire
3898,avancer,avancer
3899,les,le
3900,affaires,affaire
3901,de,de
3902,la,le
3903,france,france
3904,en,en
3905,quoi,quoi
3906,les,le
3907,français,français
3908,auront,avoir
3909,ils,il
3910,une,un
3911,perspective,perspective
3912,intéressante,intéressant
3913,à,à
3914,partir,partir
3915,du,du
3916,mai,mai
3917,je,je
3918,me,me
3919,permets,permettre
3920,de,de
3921,vous,vous
3922,conseiller,conseiller
3923,de,de
3924,ne,ne
3925,pas,pas
3926,tomber,tomber
3927,dans,dans
3928,ces,ce
3929,schémas,schéma
3930,un,un
3931,peu,peu
3932,trop,trop
3933,simplistes,simpliste
3934,.,.
3935,Si,si
3936,vous,vous
3937,le,le
3938,voulez,vouloir
3939,bien,bien
3940,nous,nous
3941,reprendrons,reprendre
3942,dans,dans
3943,quelques,quelque
3944,minutes,minute
3945,dans,dans
3946,la,le
3947,deuxième,deuxième
3948,partie,partie
3949,ce,ce
3950,débat,débat
3951,sur,sur
3952,le,le
3953,chômage,chômage
3954,qui,qui
3955,est,être
3956,un,un
3957,débat,débat
3958,important,important
3959,.,.
3960,J,j
3961,aimerais,aimer
3962,si,si
3963,vous,vous
3964,le,le
3965,voulez,vouloir
3966,bien,bien
3967,vous,vous
3968,poser,poser
3969,une,un
3970,autre,autre
3971,question,question
3972,avant,avant
3973,raymond,raymond
3974,barre,barre
3975,a,avoir
3976,le,le
3977,premier,premier
3978,je,je
3979,crois,croire
3980,utilisé,utiliser
3981,l,l
3982,expression,expression
3983,d,d
3984,etat,etat
3985,impartial,impartial
3986,je,je
3987,ne,ne
3988,vous,vous
3989,demande,demander
3990,pas,pas
3991,monsieur,monsieur
3992,mitterrand,mitterrand
3993,monsieur,monsieur
3994,chirac,chirac
3995,de,de
3996,faire,faire
3997,le,le
3998,décompte,décompte
3999,des,du
4000,entorses,entorse
4001,à,à
4002,cette,ce
4003,règle,règle
4004,que,que
4005,vous,vous
4006,reprochez,reprocher
4007,à,à
4008,votre,votre
4009,adversaire,adversaire
4010,mais,mais
4011,plus,plus
4012,concrètement,concrètement
4013,de,de
4014,nous,nous
4015,dire,dire
4016,ce,ce
4017,que,que
4018,vous,vous
4019,ferez,faire
4020,demain,demain
4021,l,l
4022,un,un
4023,et,et
4024,l,l
4025,autre,autre
4026,si,si
4027,vous,vous
4028,êtes,être
4029,élus,élire
4030,pour,pour
4031,assurer,assurer
4032,cette,ce
4033,impartialité,impartialité
4034,de,de
4035,l,l
4036,etat,etat
4037,.,.
4038,.,.
4039,.,.
4040,Cette,ce
4041,impartialité,impartialité
4042,de,de
4043,l,l
4044,etat,etat
4045,va,aller
4046,de,de
4047,soi,soi
4048,et,et
4049,ce,ce
4050,que,que
4051,pour,pour
4052,ma,mon
4053,part,part
4054,j,j
4055,ai,avoir
4056,dénoncé,dénoncer
4057,et,et
4058,contesté,contester
4059,a,avoir
4060,été,être
4061,en,en
4062,cette,ce
4063,chasse,chasse
4064,aux,au
4065,sorcières,sorcier
4066,qui,qui
4067,a,avoir
4068,trouvé,trouver
4069,son,son
4070,point,point
4071,d,d
4072,orgue,orgue
4073,au,au
4074,moment,moment
4075,du,du
4076,congrès,congrès
4077,de,de
4078,valence,valence
4079,dont,dont
4080,je,je
4081,n,n
4082,ai,avoir
4083,pas,pas
4084,entendu,entendre
4085,d,d
4086,ailleurs,ailleurs
4087,que,que
4088,vous,vous
4089,l,l
4090,ayez,avoir
4091,condamné,condamner
4092,.,.
4093,.,.
4094,.,.
4095,C,c
4096,était,être
4097,d,d
4098,ailleurs,ailleurs
4099,difficile,difficile
4100,puisque,puisque
4101,vous,vous
4102,même,même
4103,aviez,avoir
4104,affirmé,affirmer
4105,que,que
4106,le,le
4107,parti,parti
4108,socialiste,socialiste
4109,devait,devoir
4110,pénétrer,pénétrer
4111,l,l
4112,etat,etat
4113,alors,alors
4114,que,que
4115,vous,vous
4116,étiez,être
4117,chef,chef
4118,de,de
4119,l,l
4120,etat,etat
4121,et,et
4122,que,que
4123,vous,vous
4124,l,l
4125,y,y
4126,encouragiez,encourager
4127,.,.
4128,Je,je
4129,crois,croire
4130,que,que
4131,c,c
4132,est,être
4133,une,un
4134,mauvaise,mauvais
4135,méthode,méthode
4136,|,|
4137,.,.
4138,.,.
4139,.,.
4140,En,en
4141,nous,nous
4142,n,n
4143,avons,avoir
4144,pas,pas
4145,fait,faire
4146,la,le
4147,même,même
4148,chose,chose
4149,.,.
4150,.,.
4151,.,.
4152,Nous,nous
4153,nous,nous
4154,n,n
4155,avons,avoir
4156,changé,changer
4157,aucun,aucun
4158,dirigeant,dirigeant
4159,des,du
4160,chaînes,chaîne
4161,de,de
4162,télévision,télévision
4163,et,et
4164,de,de
4165,radio,radio
4166,contrairement,contrairement
4167,à,à
4168,ce,ce
4169,qui,qui
4170,s,s
4171,était,être
4172,passé,passer
4173,en,en
4174,et,et
4175,je,je
4176,suis,suivre|être
4177,heureux,heureux
4178,de,de
4179,constater,constater
4180,qu,qu
4181,un,un
4182,grand,grand
4183,journal,journal
4184,du,du
4185,soir,soir
4186,disait,dire
4187,récemment,récemment
4188,le,le
4189,monde,monde
4190,pour,pour
4191,ne,ne
4192,pas,pas
4193,le,le
4194,citer,citer
4195,que,que
4196,l,l
4197,enquête,enquête
4198,générale,général
4199,faite,faire
4200,auprès,auprès
4201,de,de
4202,l,l
4203,ensemble,ensemble
4204,de,de
4205,vos,votre
4206,confrères,confrère
4207,monsieur,monsieur
4208,vannier,vannier
4209,indiquait,indiquer
4210,que,que
4211,pour,pour
4212,la,le
4213,première,premier
4214,fois,foi|fois
4215,depuis,depuis
4216,longtemps,longtemps
4217,il,il
4218,n,n
4219,était,être
4220,plus,plus
4221,soumis,soumettre
4222,à,à
4223,des,du
4224,pressions,pression
4225,politiques,politique
4226,.,.
4227,.,.
4228,.,.
4229,Je,je
4230,m,m
4231,en,en
4232,réjouis,réjouir
4233,|,|
4234,.,.
4235,.,.
4236,.,.
4237,Cela,cela
4238,doit,devoir
4239,être,être
4240,vrai,vrai
4241,partout,partout
4242,.,.
4243,Demain,demain
4244,si,si
4245,les,le
4246,français,français
4247,me,me
4248,font,faire
4249,confiance,confiance
4250,s,s
4251,ils,il
4252,approuvent,approuver
4253,mes,mon
4254,propositions,proposition
4255,je,je
4256,puis,puis
4257,m,m
4258,engager,engager
4259,à,à
4260,ce,ce
4261,que,que
4262,conformément,conformément
4263,à,à
4264,l,l
4265,esprit,esprit
4266,qui,qui
4267,a,avoir
4268,toujours,toujours
4269,été,être
4270,le,le
4271,mien,mien
4272,et,et
4273,que,que
4274,j,j
4275,ai,avoir
4276,notamment,notamment
4277,appliqué,appliquer
4278,pendant,pendant
4279,les,le
4280,deux,deux
4281,ans,an
4282,où,où
4283,j,j
4284,ai,avoir
4285,été,être
4286,premier,premier
4287,ministre,ministre
4288,l,l
4289,impartialité,impartialité
4290,de,de
4291,l,l
4292,etat,etat
4293,soit,être
4294,totalement,totalement
4295,garantie,garantir
4296,.,.
4297,Il,il
4298,faudra,falloir
4299,dans,dans
4300,ce,ce
4301,cas,cas
4302,là,là
4303,monsieur,monsieur
4304,le,le
4305,premier,premier
4306,ministre,ministre
4307,si,si
4308,jamais,jamais
4309,l,l
4310,éventualité,éventualité
4311,assez,assez
4312,fragile,fragile
4313,qu,qu
4314,il,il
4315,a,avoir
4316,évoquée,évoquer
4317,se,se
4318,produisait,produire
4319,c,c
4320,est,être
4321,à,à
4322,dire,dire
4323,de,de
4324,rester,rester
4325,au,au
4326,pouvoir,pouvoir
4327,il,il
4328,faudrait,falloir
4329,vraiment,vraiment
4330,qu,qu
4331,il,il
4332,fasse,faire
4333,des,du
4334,progrès,progrès
4335,qu,qu
4336,il,il
4337,change,changer
4338,un,un
4339,peu,peu
4340,les,le
4341,manières,manière
4342,de,de
4343,faire,faire
4344,le,le
4345,sectarisme,sectarisme
4346,;,;
4347,il,il
4348,faudrait,falloir
4349,qu,qu
4350,il,il
4351,en,en
4352,finisse,finir
4353,avec,avec
4354,l,l
4355,etat,etat
4356,rpr,rpr
4357,qui,qui
4358,s,s
4359,est,être
4360,installé,installer
4361,d,d
4362,une,un
4363,façon,façon
4364,insolente,insolent
4365,vieille,vieux
4366,tradition,tradition
4367,d,d
4368,ailleurs,ailleurs
4369,qui,qui
4370,a,avoir
4371,été,être
4372,relevée,relever
4373,par,par
4374,d,d
4375,autres,autre
4376,partis,partir
4377,de,de
4378,droite,droit|droite
4379,je,je
4380,dis,dire
4381,de,de
4382,droite,droit|droite
4383,pardonnez,pardonner
4384,moi,moi
4385,mais,mais
4386,enfin,enfin
4387,c,c
4388,est,être
4389,l,l
4390,expression,expression
4391,qu,qu
4392,avait,avoir
4393,employée,employer
4394,pasqua,pasqua
4395,.,.
4396,Lorsqu,lorsqu
4397,au,au
4398,soir,soir
4399,du,du
4400,avril,avril
4401,il,il
4402,a,avoir
4403,dit,dire
4404,non,non
4405,pas,pas
4406,non,non
4407,pas,pas
4408,ou,ou
4409,mais,mais
4410,.,.
4411,.,.
4412,.,.
4413,Il,il
4414,y,y
4415,avait,avoir
4416,de,de
4417,voix,voix
4418,de,de
4419,droite,droit|droite
4420,il,il
4421,a,avoir
4422,effacé,effacer
4423,toute,tout
4424,distinction,distinction
4425,entre,entre
4426,les,le
4427,centristes,centriste
4428,le,le
4429,rpr,rpr
4430,et,et
4431,le,le
4432,front,front
4433,national,national
4434,.,.
4435,Je,je
4436,reviens,revenir
4437,là,là
4438,dessus,dessus
4439,si,si
4440,vous,vous
4441,dites,dire
4442,solennellement,solennellement
4443,aujourd,aujourd
4444,hui,hui
4445,plus,plus
4446,de,de
4447,chasse,chasse
4448,aux,au
4449,sorcières,sorcier
4450,c,c
4451,est,être
4452,très,très
4453,bien,bien
4454,c,c
4455,est,être
4456,une,un
4457,bonne,bon
4458,intention,intention
4459,il,il
4460,faudra,falloir
4461,que,que
4462,les,le
4463,futurs,futur
4464,gouvernements,gouvernement
4465,la,la
4466,prennent,prendre
4467,à,à
4468,leur,leur
4469,compte,compte
4470,.,.
4471,Mais,mais
4472,vous,vous
4473,avez,avoir
4474,tout,tout
4475,mêlé,mêler
4476,valence,valence
4477,pas,pas
4478,condamné,condamner
4479,.,.
4480,.,.
4481,.,.
4482,Mais,mais
4483,écoutez,écouter
4484,il,il
4485,ne,ne
4486,faut,falloir
4487,pas,pas
4488,avoir,avoir
4489,des,du
4490,lectures,lecture
4491,à,à
4492,trous,trou
4493,.,.
4494,.,.
4495,.,.
4496,Si,si
4497,vous,vous
4498,aviez,avoir
4499,lu,lire
4500,très,très
4501,attentivement,attentivement
4502,le,le
4503,journal,journal
4504,le,le
4505,monde,monde
4506,que,que
4507,vous,vous
4508,venez,venir
4509,de,de
4510,citer,citer
4511,vous,vous
4512,auriez,avoir
4513,vu,voir
4514,un,un
4515,grand,grand
4516,titre,titre
4517,en,en
4518,première,premier
4519,page,page
4520,.,.
4521,Le,le
4522,congrès,congrès
4523,de,de
4524,valence,valence
4525,s,s
4526,est,être
4527,tenu,tenir
4528,pendant,pendant
4529,que,que
4530,j,j
4531,étais,être
4532,au,au
4533,mexique,mexique
4534,pour,pour
4535,la,le
4536,conférence,conférence
4537,de,de
4538,cancun,cancun
4539,et,et
4540,quand,quand
4541,je,je
4542,suis,suivre|être
4543,revenu,revenir
4544,accueilli,accueillir
4545,par,par
4546,les,le
4547,journalistes,journaliste
4548,très,très
4549,ému,émouvoir
4550,dès,dès
4551,ma,mon
4552,descente,descente
4553,d,d
4554,avion,avion
4555,j,j
4556,ai,avoir
4557,dit,dire
4558,ce,ce
4559,n,n
4560,est,être
4561,pas,pas
4562,cela,cela
4563,qu,qu
4564,il,il
4565,faut,falloir
4566,faire,faire
4567,.,.
4568,.,.
4569,.,.
4570,Il,il
4571,ne,ne
4572,faut,falloir
4573,pas,pas
4574,essayer,essayer|essayer
4575,de,de
4576,diviser,diviser
4577,les,le
4578,français,français
4579,et,et
4580,certaines,certain
4581,expressions,expression
4582,excessives,excessif
4583,de,de
4584,mes,mon
4585,amis,ami
4586,.,.
4587,.,.
4588,.,.
4589,Eh,eh
4590,bien,bien
4591,ils,il
4592,ont,avoir
4593,eu,avoir
4594,tort,tort
4595,.,.
4596,Cela,cela
4597,figure,figurer
4598,en,en
4599,première,premier
4600,page,page
4601,.,.
4602,Je,je
4603,n,n
4604,ai,avoir
4605,jamais,jamais
4606,parlé,parler
4607,autrement,autrement
4608,à,à
4609,mes,mon
4610,amis,ami
4611,que,que
4612,j,j
4613,approuve,approuver
4614,souvent,souvent
4615,et,et
4616,qu,qu
4617,il,il
4618,m,m
4619,arrive,arriver
4620,de,de
4621,désapprouver,désapprouver
4622,.,.
4623,Donc,donc
4624,là,là
4625,votre,votre
4626,information,information
4627,est,être
4628,inexacte,inexact
4629,ou,ou
4630,bien,bien
4631,vous,vous
4632,avez,avoir
4633,voulu,vouloir
4634,transmettre,transmettre
4635,à,à
4636,l,l
4637,opinion,opinion
4638,publique,publique
4639,qui,qui
4640,nous,nous
4641,écoute,écouter
4642,un,un
4643,message,message
4644,erroné,erroné
4645,volontairement,volontairement
4646,erroné,erroné
4647,.,.
4648,Suite,suite
4649,sur,sur
4650,les,le
4651,nominations,nomination
4652,dans,dans
4653,les,le
4654,médias,médias
4655,de,de
4656,même,même
4657,que,que
4658,vous,vous
4659,avez,avoir
4660,dit,dire
4661,vous,vous
4662,avez,avoir
4663,encouragé,encourager
4664,vous,vous
4665,les,le
4666,socialistes,socialiste
4667,à,à
4668,investir,investir
4669,l,l
4670,etat,etat
4671,en,en
4672,citant,citer
4673,mme,madame
4674,nicole,nicole
4675,kern,kern
4676,journaliste,journaliste
4677,du,du
4678,figaro,figaro
4679,honnête,honnête
4680,femme,femme
4681,et,et
4682,honnête,honnête
4683,journaliste,journaliste
4684,mais,mais
4685,qui,qui
4686,est,être
4687,tout,tout
4688,de,de
4689,même,même
4690,la,le
4691,seule,seul
4692,à,à
4693,avoir,avoir
4694,entendu,entendre
4695,parmi,parmi
4696,les,le
4697,journalistes,journaliste
4698,qui,qui
4699,se,se
4700,trouvaient,trouver
4701,être,être
4702,avec,avec
4703,moi,moi
4704,l,l
4705,expression,expression
4706,que,que
4707,vous,vous
4708,venez,venir
4709,de,de
4710,relever,relever
4711,.,.
4712,Evitons,evitons
4713,ce,ce
4714,genre,genre
4715,si,si
4716,vous,vous
4717,voulez,vouloir
4718,d,d
4719,attaque,attaque
4720,personnelle,personnel
4721,.,.
4722,Politiquement,politiquement
4723,j,j
4724,estime,estime
4725,que,que
4726,l,l
4727,etat,etat
4728,rpr,rpr
4729,est,être
4730,un,un
4731,grand,grand
4732,danger,danger
4733,.,.
4734,Il,il
4735,est,être
4736,ressenti,ressentir
4737,par,par
4738,beaucoup,beaucoup
4739,d,d
4740,autres,autre
4741,que,que
4742,par,par
4743,moi,moi
4744,.,.
4745,C,c
4746,est,être
4747,l,l
4748,accaparement,accaparement
4749,de,de
4750,l,l
4751,etat,etat
4752,et,et
4753,je,je
4754,pourrais,pouvoir
4755,le,le
4756,démontrer,démontrer
4757,.,.
4758,.,.
4759,.,.
4760,.,.
4761,.,.
4762,.,.
4763,Vous,vous
4764,voulez,vouloir
4765,vraiment,vraiment
4766,le,le
4767,démontrer,démontrer
4768,|,|
4769,.,.
4770,.,.
4771,.,.
4772,.,.
4773,.,.
4774,.,.
4775,Vous,vous
4776,avez,avoir
4777,fait,faire
4778,une,un
4779,petite,petit
4780,incursion,incursion
4781,sur,sur
4782,l,l
4783,information,information
4784,.,.
4785,C,c
4786,était,être
4787,vraiment,vraiment
4788,extraordinaire,extraordinaire
4789,d,d
4790,entendre,entendre
4791,cette,ce
4792,démonstration,démonstration
4793,sur,sur
4794,l,l
4795,information,information
4796,.,.
4797,La,le
4798,manière,manière
4799,dont,dont
4800,la,le
4801,cncl,cncl
4802,s,s
4803,est,être
4804,installée,installer
4805,la,le
4806,manière,manière
4807,dont,dont
4808,elle,elle
4809,a,avoir
4810,été,être
4811,composée,composer
4812,les,le
4813,nominations,nomination
4814,auxquelles,auquel
4815,elle,elle
4816,a,avoir
4817,procédé,procéder
4818,.,.
4819,.,.
4820,.,.
4821,Tout,tout
4822,cela,cela
4823,a,avoir
4824,montré,montrer
4825,une,un
4826,main,main
4827,mise,mettre
4828,de,de
4829,caractère,caractère
4830,totalitaire,totalitaire
4831,je,je
4832,n,n
4833,hésite,hésiter
4834,pas,pas
4835,à,à
4836,employer,employer
4837,ce,ce
4838,mot,mot
4839,sur,sur
4840,les,le
4841,moyens,moyen
4842,de,de
4843,l,l
4844,information,information
4845,.,.
4846,Allez,aller
4847,donc,donc
4848,dans,dans
4849,un,un
4850,département,département
4851,d,d
4852,outre,outre
4853,mer,mer
4854,et,et
4855,jugez,juger
4856,rfo,rfo
4857,.,.
4858,Je,je
4859,ne,ne
4860,veux,vouloir
4861,pas,pas
4862,faire,faire
4863,de,de
4864,distinction,distinction
4865,c,c
4866,est,être
4867,insupportable,insupportable
4868,|,|
4869,mais,mais
4870,je,je
4871,pense,penser
4872,qu,qu
4873,après,après
4874,le,le
4875,mai,mai
4876,car,car
4877,c,c
4878,est,être
4879,la,le
4880,seule,seul
4881,chose,chose
4882,qui,qui
4883,m,m
4884,intéresse,intéresser
4885,c,c
4886,est,être
4887,la,le
4888,seule,seul
4889,chose,chose
4890,tout,tout
4891,ce,ce
4892,qui,qui
4893,s,s
4894,est,être
4895,passé,passer
4896,là,là
4897,.,.
4898,.,.
4899,.,.
4900,Je,je
4901,ne,ne
4902,veux,vouloir
4903,pas,pas
4904,critiquer,critiquer
4905,votre,votre
4906,gestion,gestion
4907,vous,vous
4908,passez,passer
4909,votre,votre
4910,temps,temps
4911,à,à
4912,critiquer,critiquer
4913,la,le
4914,mienne,mien
4915,cela,cela
4916,ne,ne
4917,m,m
4918,intéresse,intéresser
4919,pas,pas
4920,|,|
4921,c,c
4922,est,être
4923,après,après
4924,le,le
4925,mai,mai
4926,ce,ce
4927,qui,qui
4928,est,être
4929,intéressant,intéressant
4930,.,.
4931,Les,le
4932,français,français
4933,attendent,attendre
4934,leur,leur
4935,avenir,avenir
4936,immédiat,immédiat
4937,c,c
4938,est,être
4939,dans,dans
4940,quelques,quelque
4941,jours,jour
4942,.,.
4943,Je,je
4944,voudrais,vouloir
4945,vraiment,vraiment
4946,qu,qu
4947,il,il
4948,soit,être
4949,entendu,entendre
4950,que,que
4951,nous,nous
4952,allons,aller
4953,faire,faire
4954,triompher,triompher
4955,quelques,quelque
4956,principes,principe
4957,de,de
4958,liberté,liberté
4959,qui,qui
4960,ont,avoir
4961,été,être
4962,bafoués,bafouer
4963,au,au
4964,cours,cour|cours
4965,de,de
4966,ces,ce
4967,derniers,dernier
4968,temps,temps
4969,.,.
4970,Je,je
4971,voudrais,vouloir
4972,dire,dire
4973,un,un
4974,mot,mot
4975,tout,tout
4976,de,de
4977,même,même
4978,une,un
4979,phrase,phrase
4980,parce,parce
4981,que,que
4982,je,je
4983,trouve,trouver
4984,qu,qu
4985,il,il
4986,y,y
4987,a,avoir
4988,tout,tout
4989,de,de
4990,même,même
4991,une,un
4992,certaine,certain
4993,audace,audace
4994,à,à
4995,parler,parler
4996,des,du
4997,médias,médias
4998,.,.
4999,Monsieur,monsieur
5000,mitterrand,mitterrand
5001,en,en
5002,tous,tout
5003,les,le
5004,dirigeants,dirigeant
5005,de,de
5006,chaînes,chaîne
5007,ont,avoir
5008,été,être
5009,changés,changer
5010,par,par
5011,vous,vous
5012,pas,pas
5013,par,par
5014,moi,moi
5015,.,.
5016,Quand,quand
5017,la,le
5018,haute,haute
5019,autorité,autorité
5020,a,avoir
5021,été,être
5022,créée,créer
5023,je,je
5024,ne,ne
5025,voudrais,vouloir
5026,pas,pas
5027,demander,demander
5028,le,le
5029,témoignage,témoignage
5030,de,de
5031,mme,madame
5032,cotta,cotta
5033,un,un
5034,dirigeant,diriger
5035,que,que
5036,celle,celui
5037,ci,ci
5038,voulait,vouloir
5039,nommer,nommer
5040,a,avoir
5041,été,être
5042,interdit,interdire
5043,par,par
5044,l,l
5045,elysée,elysée
5046,.,.
5047,.,.
5048,.,.
5049,Toute,tout
5050,la,le
5051,presse,presse
5052,en,en
5053,fait,fait
5054,état,état
5055,personne,personne
5056,ne,ne
5057,l,l
5058,a,avoir
5059,contesté,contester
5060,.,.
5061,.,.
5062,.,.
5063,.,.
5064,.,.
5065,.,.
5066,Sauf,sauf
5067,mme,madame
5068,cotta,cotta
5069,ici,ici
5070,présente,présent
5071,qui,qui
5072,l,l
5073,a,avoir
5074,écrit,écrire
5075,dans,dans
5076,un,un
5077,ouvrage,ouvrage
5078,en,en
5079,disant,dire
5080,que,que
5081,l,l
5082,elysée,elysée
5083,n,n
5084,avait,avoir
5085,fait,faire
5086,aucune,aucun
5087,pression,pression
5088,.,.
5089,.,.
5090,.,.
5091,.,.
5092,.,.
5093,.,.
5094,Tout,tout
5095,à,à
5096,fait,fait
5097,|,|
5098,.,.
5099,.,.
5100,.,.
5101,Mais,mais
5102,je,je
5103,souhaiterais,souhaiter
5104,être,être
5105,en,en
5106,dehors,dehors
5107,de,de
5108,ce,ce
5109,débat,débat
5110,.,.
5111,.,.
5112,.,.
5113,.,.
5114,.,.
5115,.,.
5116,Nous,nous
5117,vous,vous
5118,y,y
5119,laissons,laisser
5120,|,|
5121,.,.
5122,.,.
5123,.,.
5124,Monsieur,monsieur
5125,mitterrand,mitterrand
5126,nous,nous
5127,nous,nous
5128,n,n
5129,avons,avoir
5130,changé,changer
5131,personne,personne
5132,en,en
5133,.,.
5134,.,.
5135,.,.
5136,Personne,personne
5137,.,.
5138,Lorsque,lorsque
5139,quelques,quelque
5140,semaines,semaine
5141,avant,avant
5142,les,le
5143,élection,élection
5144,de,de
5145,dont,dont
5146,vous,vous
5147,avez,avoir
5148,bien,bien
5149,vu,voir
5150,que,que
5151,vous,vous
5152,alliez,aller
5153,les,la|le
5154,perdre,perdre
5155,que,que
5156,le,le
5157,peuple,peuple
5158,français,français
5159,vous,vous
5160,désavouerait,désavouer
5161,vous,vous
5162,vous,vous
5163,êtes,être
5164,caché,cacher
5165,dans,dans
5166,un,un
5167,petit,petit
5168,coin,coin
5169,pour,pour
5170,négocier,négocier
5171,avec,avec
5172,vos,votre
5173,amis,ami
5174,l,l
5175,attribution,attribution
5176,sans,sans
5177,aucun,aucun
5178,appel,appel
5179,d,d
5180,offre,offre
5181,de,de
5182,la,le
5183,cinq,cinq
5184,et,et
5185,de,de
5186,la,le
5187,six,six
5188,.,.
5189,Pensez,penser
5190,vous,vous
5191,que,que
5192,ce,ce
5193,soit,être
5194,véritablement,véritablement
5195,l,l
5196,etat,etat
5197,impartial,impartial
5198,.,.
5199,.,.
5200,.,.
5201,Ne,ne
5202,revenons,revenir
5203,pas,pas
5204,sur,sur
5205,le,le
5206,passé,passé
5207,je,je
5208,suis,suivre|être
5209,d,d
5210,accord,accord
5211,avec,avec
5212,vous,vous
5213,.,.
5214,.,.
5215,.,.
5216,Ce,ce
5217,sont,être
5218,des,du
5219,procès,procès
5220,d,d
5221,intention,intention
5222,.,.
5223,.,.
5224,.,.
5225,Ils,il
5226,méritent,mériter
5227,d,d
5228,être,être
5229,faits,faire
5230,un,un
5231,petit,petit
5232,peu,peu
5233,pas,pas
5234,trop,trop
5235,n,n
5236,en,en
5237,faut,falloir
5238,je,je
5239,suis,suivre|être
5240,d,d
5241,accord,accord
5242,avec,avec
5243,vous,vous
5244,.,.
5245,.,.
5246,.,.
5247,Et,et
5248,voyons,voir
5249,l,l
5250,avenir,avenir
5251,.,.
5252,Je,je
5253,souhaite,souhaiter
5254,monsieur,monsieur
5255,mitterrand,mitterrand
5256,que,que
5257,vous,vous
5258,et,et
5259,votre,votre
5260,parti,parti
5261,ayez,avoir
5262,la,le
5263,même,même
5264,conception,conception
5265,de,de
5266,l,l
5267,impartialité,impartialité
5268,de,de
5269,l,l
5270,etat,etat
5271,que,que
5272,celle,celui
5273,que,que
5274,j,j
5275,ai,avoir
5276,toujours,toujours
5277,eue,avoir
5278,et,et
5279,qu,qu
5280,a,avoir
5281,toujours,toujours
5282,eu,avoir
5283,le,le
5284,mouvement,mouvement
5285,auquel,auquel
5286,j,j
5287,appartiens,appartenir
5288,.,.
5289,Je,je
5290,vous,vous
5291,ai,avoir
5292,observé,observer
5293,pendant,pendant
5294,deux,deux
5295,ans,an
5296,",",","
5297,vous,vous
5298,me,me
5299,donnez,donner
5300,là,là
5301,un,un
5302,bien,bien
5303,mauvais,mauvais
5304,exemple,exemple
5305,mais,mais
5306,je,je
5307,ne,ne
5308,vais,aller
5309,pas,pas
5310,m,m
5311,engager,engager
5312,davantage,davantage
5313,.,.
5314,.,.
5315,.,.
5316,Moi,moi
5317,je,je
5318,vous,vous
5319,appelle,appeler
5320,je,je
5321,ne,ne
5322,fais,faire
5323,aucune,aucun
5324,observation,observation
5325,particulière,particulier
5326,sur,sur
5327,votre,votre
5328,façon,façon
5329,de,de
5330,vous,vous
5331,exprimer,exprimer
5332,vous,vous
5333,en,en
5334,avez,avoir
5335,le,le
5336,droit,droit
5337,.,.
5338,.,.
5339,.,.
5340,Moi,moi
5341,je,je
5342,continue,continuer
5343,à,à
