position,texte
5084,Parce
5085,que
5086,vous
5087,savez
5088,bien
5089,que
5090,cela
5091,correspond
5092,à
5093,un
5094,progrès
5095,social
5096,.
5097,Vous
5098,savez
5099,ce
5100,que
5101,les
5102,gens
5103,ont
5104,fait
5105,du
5106,temps
5107,libéré
5108,qui
5109,ont
5110,créé
5111,plus
5112,d
5113,un
5114,million
5115,d
5116,emplois
5117,Les
5118,gens
5119,pour
5120,d
5121,entre
5122,eux
5123,se
5124,sont
5125,mieux
5126,occupés
5127,de
5128,leur
5129,famille
5130,.
5131,Beaucoup
5132,de
5133,femmes
5134,en
5135,particulier
5136,ou
5137,les
5138,salariés
5139,qui
5140,ont
5141,les
5142,travaux
5143,les
5144,plus
5145,difficiles
5146,au
5147,bout
5148,de
5149,heures
5150,sont
5151,fatigués
5152,.
5153,Donc
5154,l
5155,augmentation
5156,de
5157,la
5158,durée
5159,du
5160,travail
5161,ne
5162,va
5163,pas
5164,dans
5165,le
5166,sens
5167,du
5168,progrès
5169,social
5170,.
5171,Je
5172,suis
5173,pour
5174,la
5175,liberté
5176,de
5177,ceux
5178,qui
5179,veulent
5180,travailler
5181,plus
5182,.
5183,C
5184,est
5185,possible
5186,on
5187,l
5188,a
5189,vu
5190,puisque
5191,les
5192,heures
5193,supplémentaires
5194,sont
5195,possibles
5196,.
5197,Que
5198,faites-vous
5199,des
5200,heures
5201,vous
5202,les
5203,gardez
5204,Je
5205,l
5206,ai
5207,dit
5208,.
5209,La
5210,deuxième
5211,loi
5212,sur
5213,les
5214,heures
5215,a
5216,été
5217,une
5218,loi
5219,trop
5220,rigide
5221,.
5222,Je
5223,suis
5224,capable
5225,de
5226,regarder
5227,les
5228,choses
5229,telles
5230,qu
5231,elles
5232,sont
5233,et
5234,la
5235,réalité
5236,des
5237,entreprises
5238,telle
5239,qu
5240,elle
5241,est
5242,.
5243,J
5244,ai
5245,cette
5246,responsabilité
5247,dans
5248,les
5249,régions
5250,.
5251,Nous
5252,gérons
5253,les
5254,aides
5255,économiques
5256,des
5257,entreprises
5258,.
5259,Tous
5260,les
5261,jours
5262,je
5263,suis
5264,auprès
5265,des
5266,chefs
5267,d
5268,entreprise
5269,.
5270,J
5271,ai
5272,vu
5273,que
5274,la
5275,deuxième
5276,loi
5277,avait
5278,été
5279,trop
5280,rigide
5281,.
5282,J
5283,ai
5284,dit
5285,dans
5286,mon
5287,pacte
5288,présidentiel
5289,que
5290,toute
5291,modification
5292,du
5293,Code
5294,de
5295,travail
5296,se
5297,ferait
5298,après
5299,une
5300,négociation
5301,entre
5302,les
5303,partenaires
5304,sociaux
5305,.
5306,Toute
5307,modification
5308,du
5309,Code
5310,du
5311,travail
5312,et
5313,pas
5314,en
5315,assénant
5316,un
5317,certain
5318,nombre
5319,de
5320,choses
5321,.
5322,Vous
5323,avez
5324,vu
5325,les
5326,réactions
5327,.
5328,Que
5329,veut
5330,dire
5331,trop
5332,rigide
5333,Qu
5334,allez-vous
5335,modifier
5336,Les
5337,partenaires
5338,sociaux
5339,se
5340,mettront
5341,d
5342,accord
5343,et
5344,discuteront
5345,branche
5346,par
5347,branche
5348,.
5349,S
5350,il
5351,n
5352,y
5353,a
5354,pas
5355,d
5356,accord
5357,il
5358,n
5359,y
5360,aura
5361,pas
5362,de
5363,nouvelle
5364,loi
5365,.
5366,Que
5367,changez-vous
5368,Les
5369,heures
5370,comme
5371,un
5372,minimum
5373,je
5374,ne
5375,les
5376,toucherai
5377,pas
5378,.
5379,Je
5380,garde
5381,les
5382,heures
5383,comme
5384,la
5385,durée
5386,hebdomadaire
5387,.
5388,Vous
5389,reconnaissez
5390,que
5391,c
5392,est
5393,un
5394,progrès
5395,social
5396,économique
5397,important
5398,.
5399,Je
5400,vais
5401,vous
5402,donner
5403,un
5404,exemple
5405,.
5406,J
5407,étais
5408,récemment
5409,dans
5410,une
5411,entreprise
5412,de
5413,haute
5414,technologie
5415,dans
5416,la
5417,Creuse
5418,qui
5419,produit
5420,des
5421,panneaux
5422,solaires
5423,.
5424,Elle
5425,est
5426,passée
5427,aux
5428,heures
5429,et
5430,a
5431,augmenté
5432,sa
5433,productivité
5434,.
5435,Contrairement
5436,à
5437,ce
5438,que
5439,vous
5440,avez
5441,dit
5442,tout
5443,à
5444,l
5445,heure
5446,j
5447,en
5448,ai
5449,parlé
5450,à
5451,Zapatero
5452,et
5453,à
5454,Prodi
5455,.
5456,Je
5457,suis
5458,allée
5459,en
5460,Suède
5461,voir
5462,la
5463,situation
5464,des
5465,entreprises
5466,.
5467,Dans
5468,bien
5469,des
5470,entreprises
5471,quand
5472,elles
5473,sont
5474,performantes
5475,sur
5476,le
5477,plan
5478,technologique
5479,elles
5480,ont
5481,même
5482,de
5483,durées
5484,de
5485,travail
5486,inférieures
5487,aux
5488,heures
5489,.
5490,A
5491,heures
5492,ils
5493,sont
5494,payés
5495,combien
5496,Ils
5497,sont
5498,payés
5499,comme
5500,aux
5501,heures
5502,.
5503,On
5504,n
5505,augmente
5506,pas
5507,le
5508,pouvoir
5509,d
5510,achat
5511,.
5512,Si
5513,.
5514,Or
5515,il
5516,y
5517,a
5518,un
5519,problème
5520,considérable
5521,de
5522,pouvoir
5523,d
5524,achat
5525,.
5526,Laissez
5527,les
5528,gens
5529,libres
5530,.
5531,Laissez
5532,la
5533,liberté
5534,aux
5535,gens
5536,.
5537,Ne
5538,leur
5539,imposez
5540,pas
5541,de
5542,travailler
5543,plus
5544,pour
5545,gagner
5546,plus
5547,.
5548,Vous
5549,savez
5550,ce
5551,que
5552,c
5553,est
5554,que
5555,la
5556,valorisation
5557,du
5558,travail
5559,C
5560,est
5561,un
5562,travail
5563,payé
5564,à
5565,sa
5566,juste
5567,valeur
5568,.
5569,Trouvez-vous
5570,qu
5571,il
5572,est
5573,normal
5574,que
5575,des
5576,salariés
5577,commencent
5578,leur
5579,carrière
5580,au
5581,Smic
5582,à
5583,euros
5584,nets
5585,par
5586,mois
5587,et
5588,terminent
5589,.
5590,.
5591,.
5592,.
5593,Laissez-moi
5594,finir
5595,Qu
5596,est-ce
5597,que
5598,vous
5599,changez
5600,dans
5601,les
5602,heures
5603,On
5604,n
5605,y
5606,comprend
5607,rien
5608,.
5609,Si
5610,si
5611,vous
5612,avez
5613,parfaitement
5614,compris
5615,.
5616,Vous
5617,faites
5618,semblant
5619,de
5620,ne
5621,pas
5622,comprendre
5623,.
5624,J
5625,observe
5626,que
5627,vous
5628,ne
5629,reviendrez
5630,pas
5631,sur
5632,les
5633,heures
5634,.
5635,Vous
5636,ne
5637,les
5638,avez
5639,pas
5640,remises
5641,en
5642,cause
5643,.
5644,Elles
5645,ne
5646,sont
5647,pas
5648,responsables
5649,de
5650,tous
5651,les
5652,maux
5653,de
5654,la
5655,terre
5656,comme
5657,le
5658,dit
5659,également
5660,le
5661,Médef
5662,.
5663,J
5664,ai
5665,rencontré
5666,la
5667,présidente
5668,du
5669,Médef
5670,elle
5671,m
5672,a
5673,dit
5674,Revenez
5675,sur
5676,les
5677,heures
5678,.
5679,Ce
5680,n
5681,est
5682,pas
5683,sérieux
5684,Il
5685,y
5686,a
5687,d
5688,autres
5689,sujets
5690,sur
5691,lesquels
5692,discuter
5693,.
5694,Vous
5695,voulez
5696,qu
5697,on
5698,annule
5699,les
5700,heures
5701,Elle
5702,m
5703,a
5704,dit
5705,non
5706,.
5707,Dont
5708,acte
5709,.
5710,C
5711,est
5712,un
5713,acquis
5714,social
5715,important
5716,mais
5717,cela
5718,a
5719,créé
5720,des
5721,difficultés
5722,dans
5723,des
5724,petites
5725,entreprises
5726,parce
5727,qu
5728,elles
5729,ont
5730,été
5731,appliquées
5732,de
5733,façon
5734,trop
5735,uniforme
5736,.
5737,Nous
5738,rediscuterons
5739,des
5740,heures
5741,pour
5742,savoir
5743,si
5744,oui
5745,ou
5746,non
5747,et
5748,de
5749,quelle
5750,façon
5751,elles
5752,peuvent
5753,être
5754,généralisées
5755,et
5756,dans
5757,quelles
5758,branches
5759,.
5760,Ce
5761,seront
5762,les
5763,partenaires
5764,sociaux
5765,qui
5766,en
5767,discuteront
5768,.
5769,Je
5770,les
5771,ai
5772,déjà
5773,tous
5774,reçus
5775,les
5776,partenaires
5777,sociaux
5778,.
5779,Je
5780,n
5781,attends
5782,pas
5783,d
5784,être
5785,élue
5786,pour
5787,travailler
5788,.
5789,J
5790,ai
5791,rencontré
5792,l
5793,ensemble
5794,des
5795,organisations
5796,syndicales
5797,et
5798,des
5799,organisations
5800,patronales
5801,.
5802,Je
5803,leur
5804,ai
5805,dit
5806,que
5807,la
5808,réforme
5809,profonde
5810,du
5811,fonctionnement
5812,de
5813,la
5814,République
5815,demain
5816,sera
5817,une
5818,réforme
5819,de
5820,la
5821,démocratie
5822,sociale
5823,.
5824,Je
5825,souhaite
5826,qu
5827,il
5828,y
5829,ait
5830,davantage
5831,de
5832,salariés
5833,qui
5834,adhèrent
5835,aux
5836,syndicats
5837,.
5838,Pourquoi
5839,Dans
5840,un
5841,pays
5842,comme
5843,le
5844,nôtre
5845,où
5846,nous
5847,n
5848,avons
5849,que
5850,de
5851,salariés
5852,qui
5853,adhèrent
5854,aux
5855,syndicats
5856,alors
5857,que
5858,dans
5859,les
5860,pays
5861,du
5862,Nord
5863,de
5864,l
5865,Europe
5866,des
5867,salariés
5868,adhèrent
5869,à
5870,une
5871,organisation
5872,syndicale
5873,à
5874,ce
5875,moment-là
5876,il
5877,y
5878,a
5879,un
5880,dialogue
5881,social
5882,constructif
5883,qui
5884,se
5885,crée
5886,des
5887,compromis
5888,sociaux
5889,.
5890,Je
5891,termine
5892,.
5893,Dans
5894,la
5895,fonction
5896,publique
5897,autoriserez-vous
5898,l
5899,octroi
5900,d
5901,heures
5902,supplémentaires
5903,aujourd
5904,hui
5905,interdites
5906,oui
5907,ou
5908,non
5909,Je
5910,termine
5911,sur
5912,les
5913,heures
5914,.
5915,Les
5916,partenaires
5917,sociaux
5918,parce
5919,que
5920,le
5921,syndicalisme
5922,aura
5923,été
5924,renforcé
5925,par
5926,le
5927,chèque
5928,syndical
5929,par
5930,un
5931,crédit
5932,d
5933,impôt
5934,parce
5935,que
5936,désormais
5937,ils
5938,auront
5939,une
5940,responsabilité
5941,éminente
5942,il
5943,n
5944,y
5945,aura
5946,plus
5947,de
5948,loi
5949,qui
5950,sera
5951,imposée
5952,dans
5953,le
5954,domaine
5955,social
5956,tant
5957,qu
5958,il
5959,n
5960,y
5961,aura
5962,pas
5963,eu
5964,de
5965,discussions
5966,entre
5967,les
5968,partenaires
5969,sociaux
5970,.
5971,Ensuite
5972,la
5973,loi
5974,viendra
5975,consolider
5976,ces
5977,discussions
5978,apporter
5979,les
5980,financements
5981,nécessaires
5982,ou
5983,généraliser
5984,le
5985,droit
5986,du
5987,travail
5988,.
5989,La
5990,réponse
5991,très
5992,précise
5993,sur
5994,les
5995,heures
5996,est
5997,qu
5998,il
5999,y
6000,aura
6001,sur
6002,ce
6003,sujet
6004,comme
6005,sur
6006,les
6007,autres
6008,la
6009,négociation
6010,entre
6011,partenaires
6012,sociaux
6013,branche
6014,par
6015,branche
6016,soit
6017,ils
6018,se
6019,mettent
6020,d
6021,accord
6022,et
6023,il
6024,y
6025,aura
6026,les
6027,heures
6028,soit
6029,ils
6030,ne
6031,se
6032,mettent
6033,pas
6034,d
6035,accord
6036,et
6037,il
6038,n
6039,y
6040,aura
6041,pas
6042,de
6043,généralisation
6044,des
6045,heures
6046,dans
6047,les
6048,entreprises
6049,concernées
6050,.
6051,La
6052,recherche
6053,on
6054,peut
6055,en
6056,reparler
6057,mais
6058,Nicolas
6059,Sarkozy
6060,va
6061,répondre
6062,.
6063,Je
6064,pense
6065,que
6066,les
6067,Français
6068,attendent
6069,de
6070,nous
6071,de
6072,la
6073,précision
6074,.
6075,Il
6076,y
6077,a
6078,une
6079,capacité
6080,à
6081,surfer
6082,d
6083,un
6084,sujet
6085,à
6086,l
6087,autre
6088,avec
6089,quelques
6090,généralités
6091,qui
6092,font
6093,.
6094,.
6095,.
6096,Allons
6097,au
6098,fond
6099,du
6100,sujet
6101,chacun
6102,sa
6103,méthode
6104,.
6105,J
6106,ai
6107,ma
6108,liberté
6109,de
6110,parole
6111,et
6112,vous
6113,avez
6114,la
6115,vôtre
6116,.
6117,Merci
6118,.
6119,S
6120,agissant
6121,des
6122,heures
6123,que
6124,fait-on
6125,On
6126,garde
6127,les
6128,heures
6129,comme
6130,durée
6131,hebdomadaire
6132,.
6133,Je
6134,suis
6135,pour
6136,une
6137,durée
6138,hebdomadaire
6139,du
6140,travail
6141,de
6142,heures
6143,.
6144,Tout
6145,ce
6146,qui
6147,est
6148,travaillé
6149,au-dessus
6150,est
6151,payé
6152,.
6153,Au-delà
6154,de
6155,heures
6156,c
6157,est
6158,plus
6159,de
6160,salaire
6161,au-delà
6162,de
6163,heures
6164,c
6165,est
6166,plus
6167,dans
6168,le
6169,privé
6170,comme
6171,dans
6172,le
6173,public
6174,.
6175,Il
6176,y
6177,a
6178,de
6179,tout
6180,petits
6181,salaires
6182,dans
6183,le
6184,public
6185,et
6186,il
6187,n
6188,est
6189,pas
6190,admissible
6191,que
6192,l
6193,on
6194,ne
6195,donne
6196,pas
6197,des
6198,heures
6199,supplémentaires
6200,.
6201,Je
6202,souhaite
6203,que
6204,l
6205,on
6206,en
6207,donne
6208,à
6209,des
6210,jardiniers
6211,à
6212,des
6213,cantonniers
6214,à
6215,des
6216,officiers
6217,d
6218,état-civil
6219,et
6220,à
6221,des
6222,policiers
6223,municipaux
6224,.
6225,Dans
6226,nos
6227,collectivités
6228,territoriales
6229,aujourd
6230,hui
6231,cela
6232,n
6233,est
6234,pas
6235,possible
6236,.
6237,A
6238,quoi
6239,servent
6240,les
6241,RTT
6242,quand
6243,on
6244,n
6245,a
6246,pas
6247,de
6248,quoi
6249,payer
6250,des
6251,vacances
6252,à
6253,ses
6254,enfants
6255,A
6256,quoi
6257,cela
6258,sert
6259,quand
6260,à
6261,la
6262,fin
6263,du
6264,mois
6265,on
6266,a
6267,travaillé
6268,tout
6269,le
6270,mois
6271,et
6272,qu
6273,il
6274,ne
6275,reste
6276,plus
6277,rien
6278,Il
6279,y
6280,a
6281,un
6282,problème
6283,de
6284,pouvoir
6285,d
6286,achat
6287,.
6288,Vous
6289,dites
6290,avoir
6291,visité
6292,une
6293,entreprise
6294,où
6295,ils
6296,travaillent
6297,heures
6298,mais
6299,si
6300,ce
6301,sont
6302,des
6303,petites
6304,salaires
6305,ce
6306,n
6307,est
6308,pas
6309,si
6310,formidable
6311,que
6312,cela
6313,car
6314,je
6315,veux
6316,que
6317,les
6318,salariés
6319,aient
6320,le
6321,choix
6322,s
6323,ils
6324,ont
6325,un
6326,projet
6327,éducatif
6328,de
6329,vacances
6330,une
6331,maison
6332,à
6333,bâtir
6334,un
6335,emprunt
6336,à
6337,rembourser
6338,laissez-les
6339,choisir
6340,de
6341,travailler
6342,plus
6343,s
6344,ils
6345,sont
6346,d
6347,accord
6348,.
6349,Il
6350,est
6351,temps
6352,Nous
6353,le
6354,demandons
6355,depuis
6356,cinq
6357,ans
6358,.
6359,Peut-être
6360,mais
6361,c
6362,est
6363,dans
6364,mon
6365,projet
6366,pas
6367,dans
6368,le
6369,vôtre
6370,.
6371,Parfaitement
6372,la
6373,modulation
6374,des
6375,aides
6376,en
6377,fonction
6378,de
6379,la
6380,masse
6381,salariale
6382,.
6383,Je
6384,souhaite
6385,que
6386,les
6387,impôts
6388,sur
6389,les
6390,bénéfices
6391,soient
6392,moins
6393,importants
6394,pour
6395,les
6396,sociétés
6397,qui
6398,investissent
6399,et
6400,créent
6401,des
6402,emplois
6403,en
6404,France
6405,et
6406,plus
6407,important
6408,pour
6409,celles
6410,qui
6411,ne
6412,le
6413,font
6414,pas
6415,.
6416,Dernier
6417,point
6418,je
6419,propose
6420,que
6421,les
6422,entreprises
6423,soient
6424,mises
6425,devant
6426,leurs
6427,responsabilités
6428,.
6429,Cela
6430,suffit
6431,de
6432,mettre
6433,dehors
6434,les
6435,gens
6436,de
6437,cinquante
6438,ans
6439,.
6440,On
6441,ne
6442,peut
6443,plus
6444,faire
6445,financer
6446,par
6447,le
6448,contribuable
6449,les
6450,préretraites
6451,à
6452,guichet
6453,ouvert
6454,.
6455,Il
6456,y
6457,a
6458,cinq
6459,milliards
6460,d
6461,euros
6462,d
6463,économie
6464,.
6465,On
6466,ne
6467,peut
6468,pas
6469,dire
6470,Vous
6471,devez
6472,cotiser
6473,plus
6474,longtemps
6475,pour
6476,la
6477,retraite
6478,car
6479,on
6480,va
6481,vivre
6482,plus
6483,longtemps
6484,et
6485,dans
6486,le
6487,même
6488,temps
6489,conduire
6490,des
6491,entreprises
6492,à
6493,pousser
6494,les
6495,quinquagénaires
6496,dehors
6497,alors
6498,qu
6499,ils
6500,ont
6501,beaucoup
6502,de
6503,choses
6504,à
6505,donner
6506,à
6507,leur
6508,entreprise
6509,à
6510,l
6511,emploi
6512,et
6513,au
6514,pays
6515,.
6516,Voilà
6517,ce
6518,que
6519,je
6520,vais
6521,essayer
6522,de
6523,faire
6524,pour
6525,résoudre
6526,le
6527,problème
6528,du
6529,pouvoir
6530,d
6531,achat
6532,celui
6533,de
6534,la
6535,croissance
6536,avec
6537,un
6538,service
6539,public
6540,de
6541,l
6542,emploi
6543,rénové
6544,.
6545,Des
6546,droits
6547,madame
6548,Royal
6549,mais
6550,aussi
6551,des
6552,devoirs
6553,car
6554,sans
6555,devoirs
6556,il
6557,ne
6558,peut
6559,pas
6560,y
6561,avoir
6562,de
6563,droit
6564,.
6565,Je
6566,vais
6567,vous
6568,poser
6569,la
6570,même
6571,question
6572,.
6573,Sur
6574,la
6575,sécurité
6576,que
6577,pouvez-vous
6578,apporter
6579,en
6580,matière
6581,de
6582,santé
6583,de
6584,logement
6585,de
6586,retraite
6587,Sur
6588,la
6589,question
6590,des
6591,droits
6592,et
6593,des
6594,devoirs
6595,un
6596,point
6597,sur
6598,lequel
6599,nous
6600,sommes
6601,d
6602,accord
6603,et
6604,dans
6605,le
6606,programme
6607,que
6608,je
6609,propose
6610,il
6611,n
6612,y
6613,a
6614,aucun
6615,de
6616,droits
6617,nouveaux
6618,sans
6619,contrepartie
6620,.
6621,On
6622,est
6623,dans
6624,le
6625,donnant/donnant
6626,dans
6627,le
6628,gagnant/gagnant
6629,.
6630,Sur
6631,cette
6632,question
6633,je
6634,pense
6635,que
6636,la
6637,première
6638,des
6639,sécurités
6640,c
6641,est
6642,la
6643,sécurité
6644,du
6645,salaire
6646,et
6647,la
6648,sécurité
6649,du
6650,pouvoir
6651,d
6652,achat
6653,.
6654,Je
6655,propose
6656,de
6657,revaloriser
6658,le
6659,Smic
6660,et
6661,les
6662,bas
6663,salaires
6664,.
6665,Dès
6666,l
6667,élection
6668,se
6669,réunit
6670,la
6671,conférence
6672,nationale
6673,sur
6674,la
6675,croissance
6676,et
6677,les
6678,salaires
6679,avec
6680,les
6681,partenaires
6682,sociaux
6683,pour
6684,décider
6685,de
6686,l
6687,augmentation
6688,des
6689,bas
6690,salaires
6691,car
6692,nous
6693,sommes
6694,un
6695,des
6696,pays
6697,d
6698,Europe
6699,où
6700,les
6701,bas
6702,salaires
6703,sont
6704,les
6705,plus
6706,bas
6707,.
6708,Je
6709,pense
6710,que
6711,la
6712,croissance
6713,économique
6714,dépend
6715,de
6716,la
6717,redistribution
6718,du
6719,pouvoir
6720,d
6721,achat
6722,sur
6723,les
6724,bas
6725,salaires
6726,.
6727,Ce
6728,sera
6729,l
6730,une
6731,de
6732,mes
6733,priorités
6734,.
6735,Sur
6736,l
6737,autre
6738,question
6739,car
6740,je
6741,voudrais
6742,revenir
6743,sur
6744,la
6745,relance
6746,économique
6747,une
6748,chose
6749,très
6750,importante
6751,car
6752,je
6753,crois
6754,beaucoup
6755,dans
6756,la
6757,dynamique
6758,des
6759,territoires
6760,et
6761,dans
6762,la
6763,capacité
6764,des
6765,Français
6766,à
6767,créer
6768,des
6769,entreprises
6770,je
6771,veux
6772,que
6773,le
6774,peuple
6775,français
6776,devienne
6777,un
6778,peuple
6779,d
6780,entrepreneurs
6781,et
6782,pour
6783,cela
6784,dans
6785,les
6786,pôles
6787,de
6788,compétitivité
6789,qui
6790,sont
6791,dans
6792,toutes
6793,les
6794,régions
6795,.
6796,Qui
6797,ont
6798,été
6799,créés
6800,par
6801,qui
6802,Sur
6803,lesquels
6804,nous
6805,avons
6806,attendu
6807,pendant
6808,trois
6809,ans
6810,l
6811,aide
6812,de
6813,l
6814,Etat
6815,qui
6816,n
6817,est
6818,pas
6819,venue
6820,.
6821,Je
6822,veux
6823,m
6824,appuyer
6825,avec
6826,l
6827,ensemble
6828,des
6829,régions
6830,de
6831,France
6832,quand
6833,nous
6834,allons
6835,déployer
6836,cette
6837,énergie
6838,des
6839,territoires
6840,car
6841,le
6842,chef
6843,de
6844,l
6845,Etat
6846,que
6847,je
6848,serai
6849,avec
6850,l
6851,ensemble
6852,des
6853,Présidents
6854,de
6855,régions
6856,vont
6857,enfin
6858,tirer
6859,dans
6860,la
6861,même
6862,direction
6863,ce
6864,qui
6865,n
6866,est
6867,pas
6868,le
6869,cas
6870,aujourd
6871,hui
6872,.
6873,Songez
6874,que
6875,j
6876,ai
6877,attendu
6878,deux
6879,ans
6880,avant
6881,d
6882,avoir
6883,l
6884,accord
6885,du
6886,gouvernement
6887,auquel
6888,vous
6889,appartenez
6890,pour
6891,pouvoir
6892,ouvrir
6893,une
6894,usine
6895,de
6896,biocarburants
6897,à
6898,La
6899,Rochelle
6900,deux
6901,ans
6902,d
6903,attente
6904,d
6905,autorisation
6906,administrativeJe
6907,veux
6908,que
6909,les
6910,régions
6911,soient
6912,en
6913,première
6914,ligne
6915,avec
6916,les
6917,universités
6918,et
6919,les
6920,centres
6921,de
6922,recherche
6923,.
6924,Je
6925,transférerai
6926,les
6927,ressources
6928,car
6929,les
6930,chefs
6931,d
6932,entreprise
6933,peuvent
6934,se
6935,mettre
6936,ensemble
6937,dans
6938,les
6939,pôles
6940,de
6941,compétitivité
6942,dans
6943,chaque
6944,université
6945,auxquelles
6946,je
6947,vais
6948,donner
6949,de
6950,l
6951,autonomie
6952,.
6953,Il
6954,y
6955,aura
6956,des
6957,pépinières
6958,d
6959,entreprises
6960,et
6961,chaque
6962,jeune
6963,qui
6964,sortira
6965,de
6966,l
6967,université
6968,aura
6969,accès
6970,à
6971,un
6972,prêt
6973,gratuit
6974,aura
6975,accès
6976,à
6977,ce
6978,service
6979,donné
6980,à
6981,part
6982,l
6983,entreprise
6984,et
6985,l
6986,université
6987,pour
6988,créer
6989,son
6990,activité
6991,son
6992,emploi
6993,sa
6994,petite
6995,entreprise
6996,.
6997,Je
6998,pense
6999,que
7000,c
7001,est
7002,comme
7003,cela
7004,aussi
7005,que
7006,nous
7007,remettrons
7008,en
7009,mouvement
7010,les
7011,talents
7012,de
7013,nos
7014,territoires
7015,.
7016,Il
7017,y
7018,a
7019,du
7020,potentiel
7021,considérable
7022,.
7023,Il
7024,y
7025,a
7026,aujourd
7027,hui
7028,des
7029,gens
7030,désespérés
7031,.
7032,Nos
7033,chercheurs
7034,s
7035,en
7036,vont
7037,à
7038,l
7039,étranger
7040,ils
7041,fuient
7042,aux
7043,Etats-Unis
7044,où
7045,ils
7046,sont
7047,payés
7048,trois
7049,à
7050,quatre
7051,fois
7052,plus
7053,cher
7054,qu
7055,en
7056,France
7057,.
7058,Nous
7059,perdons
7060,notre
7061,matière
7062,grise
7063,.
7064,Je
7065,serais
7066,la
7067,Présidente
7068,de
7069,la
7070,république
7071,qui
7072,fera
7073,en
7074,sorte
7075,que
7076,la
7077,matière
7078,grise
7079,de
7080,la
7081,France
7082,reste
7083,en
7084,France
7085,qui
7086,fera
7087,en
7088,sorte
7089,que
7090,les
7091,jeunes
7092,diplômés
7093,aient
7094,envie
7095,de
7096,créer
7097,leur
7098,entreprise
7099,qui
7100,fera
7101,en
7102,sorte
7103,que
7104,les
7105,pôles
7106,de
7107,compétitivité
7108,c
7109,est-à-dire
7110,les
7111,entreprises
7112,d
7113,aujourd
7114,hui
7115,de
7116,demain
7117,les
7118,industries
7119,de
7120,la
7121,connaissance
7122,qui
7123,sont
7124,aujourd
7125,hui
7126,même
7127,menacées
7128,par
7129,les
7130,délocalisations
7131,car
7132,quand
7133,vous
7134,voyez
7135,une
7136,entreprise
7137,comme
7138,Alcatel
7139,qui
7140,délocalise
7141,je
7142,dis
7143,que
7144,la
7145,situation
7146,est
7147,très
7148,dangereuse
7149,.
7150,Avant
7151,c
7152,étaient
7153,les
7154,entreprises
7155,à
7156,bas
7157,salaires
7158,qui
7159,l
7160,étaient
7161,;
7162,aujourd
7163,hui
7164,sont
7165,touchées
7166,les
7167,entreprises
7168,de
7169,haute
7170,technologie
7171,.
7172,Le
7173,moment
7174,est
7175,urgent
7176,.
7177,Il
7178,faut
7179,faire
7180,autrement
7181,.
7182,Il
7183,faut
7184,voir
7185,l
7186,économie
7187,autrement
7188,.
7189,Il
7190,faut
7191,la
7192,voir
7193,en
7194,dynamique
7195,avec
7196,les
7197,territoires
7198,en
7199,rassemblant
7200,en
7201,réunissant
7202,la
7203,recherche
7204,la
7205,formation
7206,et
7207,l
7208,entreprise
7209,.
7210,Je
7211,pense
7212,que
7213,c
7214,est
7215,ainsi
7216,que
7217,nous
7218,déploierons
7219,les
7220,énergies
7221,.
7222,Pour
7223,apporter
7224,une
7225,réponse
7226,aux
7227,sécurités
7228,.
7229,.
7230,.
7231,On
7232,va
7233,d
7234,abord
7235,terminer
7236,sur
7237,la
7238,création
7239,d
7240,entreprise
7241,.
7242,.
7243,.
7244,Vous
7245,avez
7246,une
7247,capacité
7248,à
7249,répondre
7250,à
7251,vos
7252,questions
7253,.
7254,.
7255,.
7256,Car
7257,je
7258,connais
7259,les
7260,sujets
7261,dont
7262,je
7263,parle
7264,et
7265,je
7266,sais
7267,que
7268,ce
7269,que
7270,je
7271,dis
7272,je
7273,le
7274,réaliserai
7275,car
7276,je
7277,le
7278,vois
7279,fonctionner
7280,sur
7281,les
7282,territoires
7283,.
7284,Je
7285,suis
7286,allée
7287,dans
7288,les
7289,autres
7290,pays
7291,voir
7292,ce
7293,qui
7294,marche
7295,.
7296,Je
7297,serais
7298,la
7299,Présidente
7300,de
7301,ce
7302,qui
7303,marche
7304,sans
7305,oeillères
7306,en
7307,regardant
7308,tout
7309,ce
7310,qui
7311,peut
7312,fonctionner
7313,.
7314,Je
7315,crois
7316,que
7317,je
7318,pourrai
7319,ainsi
7320,redébloquer
7321,la
7322,machine
7323,économique
7324,.
7325,Si
7326,vous
7327,êtes
7328,la
7329,Présidente
7330,de
7331,ce
7332,qui
7333,marche
7334,je
7335,veux
7336,être
7337,le
7338,Président
7339,qui
7340,fasse
7341,que
7342,ce
7343,qui
7344,ne
7345,marche
7346,pas
7347,marche
7348,car
7349,si
7350,c
7351,est
7352,pour
7353,être
7354,la
7355,Présidente
7356,de
7357,ce
7358,qui
7359,va
7360,il
7361,n
7362,y
7363,a
7364,pas
7365,de
7366,problème
7367,les
7368,gens
7369,ne
7370,votent
7371,pas
7372,pour
7373,nous
7374,pour
7375,que
7376,l
7377,on
7378,complique
7379,ce
7380,qui
7381,va
7382,.
7383,Au
7384,contraire
7385,ils
7386,votent
7387,pour
7388,que
7389,l
7390,on
7391,répare
7392,ce
7393,qui
7394,ne
7395,va
7396,pas
7397,.
7398,Pour
7399,les
7400,pôles
7401,de
7402,compétitivité
7403,qui
7404,les
7405,a
7406,créés
7407,Ségolène
7408,Royal
7409,Les
7410,entreprises
7411,pas
7412,vous
7413,.
7414,Ne
7415,vous
7416,le
7417,attribuez
7418,pas
7419,.
7420,Ce
7421,sont
7422,les
