position,texte,rien
6075,.,.
6076,Que,que
6077,se,se
6078,passe,passer
6079,t,t
6080,il,il
6081,dans,dans
6082,les,le
6083,entreprises,entreprise
6084,cette,cette
6085,possibilité,possibilité
6086,n,n
6087,est,être
6088,même,même
6089,pas,pas
6090,utilisée,utiliser
6091,par,par
6092,les,la|le
6093,salariés,salarier
6094,.,.
6095,Les,le
6096,salariés,salarié
6097,n,n
6098,utilisent,utiliser
6099,en,en
6100,moyenne,moyenne
6101,que,que
6102,heures,heure
6103,supplémentaires,supplémentaire
6104,par,par
6105,an,an
6106,car,car
6107,ils,il
6108,ne,ne
6109,veulent,vouloir
6110,pas,pas
6111,forcément,forcément
6112,travailler,travailler
6113,plus,plus
6114,ou,ou
6115,parce,parce
6116,que,que
6117,l,l
6118,entreprise,entreprendre
6119,n,n
6120,a,avoir
6121,pas,pas
6122,suffisamment,suffisamment
6123,de,de
6124,plan,plan
6125,de,de
6126,charge,charge
6127,pour,pour
6128,faire,faire
6129,des,du
6130,heures,heure
6131,supplémentaires,supplémentaire
6132,.,.
6133,Moi,moi
6134,je,je
6135,propose,proposer
6136,au,au
6137,contraire,contraire
6138,de,de
6139,donner,donner
6140,de,de
6141,l,l
6142,emploi,emploi
6143,à,à
6144,ceux,celui
6145,qui,qui
6146,n,n
6147,en,en
6148,ont,avoir
6149,pas,pas
6150,.,.
6151,C,c
6152,est,être
6153,ainsi,ainsi
6154,que,que
6155,nous,nous
6156,ferons,faire
6157,revenir,revenir
6158,des,du
6159,cotisations,cotisation
6160,.,.
6161,Je,je
6162,propose,proposer
6163,de,de
6164,donner,donner
6165,de,de
6166,l,l
6167,emploi,emploi
6168,aux,au
6169,jeunes,jeune
6170,qui,qui
6171,n,n
6172,en,en
6173,ont,avoir
6174,pas,pas
6175,car,car
6176,ce,ce
6177,qui,qui
6178,ronge,ronger
6179,aujourd,aujourd
6180,hui,hui
6181,l,l
6182,équilibre,équilibre
6183,de,de
6184,la,le
6185,société,société
6186,française,français
6187,ce,ce
6188,sont,être
6189,les,le
6190,jeunes,jeune
6191,diplômés,diplômé
6192,et,et
6193,qualifiés,qualifier
6194,qui,qui
6195,n,n
6196,ont,avoir
6197,pas,pas
6198,accès,accès
6199,à,à
6200,l,l
6201,entreprise,entreprendre
6202,.,.
6203,L,l
6204,entreprise,entreprise
6205,demande,demander
6206,à,à
6207,la,le
6208,fois,foi|fois
6209,de,de
6210,l,l
6211,expérience,expérience
6212,professionnelle,professionnel
6213,aux,au
6214,jeunes,jeune
6215,mais,mais
6216,en,en
6217,même,même
6218,temps,temps
6219,elle,elle
6220,ne,ne
6221,fait,faire
6222,pas,pas
6223,confiance,confiance
6224,à,à
6225,ces,ce
6226,jeunes,jeune
6227,.,.
6228,Les,le
6229,inégalités,inégalité
6230,se,se
6231,sont,être
6232,creusées,creuser
6233,entre,entre
6234,les,le
6235,jeunes,jeune
6236,qui,qui
6237,ont,avoir
6238,des,du
6239,relations,relation
6240,et,et
6241,qui,qui
6242,trouvent,trouver
6243,à,à
6244,entrer,entrer
6245,dans,dans
6246,les,le
6247,entreprises,entreprise
6248,pour,pour
6249,faire,faire
6250,leurs,leur
6251,preuves,preuve
6252,très,très
6253,souvent,souvent
6254,ils,il
6255,le,le
6256,font,faire
6257,car,car
6258,nous,nous
6259,avons,avoir
6260,un,un
6261,très,très
6262,bon,bon
6263,système,système
6264,de,de
6265,formation,formation
6266,et,et
6267,ceux,celui
6268,qui,qui
6269,n,n
6270,ont,avoir
6271,pas,pas
6272,ces,ce
6273,relations,relation
6274,qui,qui
6275,n,n
6276,arrivent,arriver
6277,pas,pas
6278,à,à
6279,entrer,entrer
6280,dans,dan
6281,l,l
6282,entreprise,entreprise
6283,.,.
6284,C,c
6285,est,être
6286,pourquoi,pourquoi
6287,je,je
6288,propose,proposer
6289,de,de
6290,créer,créer
6291,sur,sur
6292,les,le
6293,années,année
6294,les,le
6295,emplois,emploi
6296,tremplins,tremplin
6297,pour,pour
6298,les,le
6299,jeunes,jeune
6300,.,.
6301,Mon,mon
6302,objectif,objectif
6303,est,être
6304,de,de
6305,faire,faire
6306,en,en
6307,sorte,sorte
6308,que,que
6309,en,en
6310,france,france
6311,les,le
6312,jeunes,jeune
6313,ne,ne
6314,restent,rester
6315,pas,pas
6316,pendant,pendant
6317,plus,plus
6318,de,de
6319,mois,moi|mois
6320,au,au
6321,chômage,chômage
6322,où,où
6323,en,en
6324,recherche,rechercher
6325,d,d
6326,activité,activité
6327,.,.
6328,C,c
6329,est,être
6330,emploi,emploi
6331,tremplin,tremplin
6332,.,.
6333,Cela,cela
6334,marche,marche
6335,car,car
6336,je,je
6337,suis,suivre|être
6338,une,un
6339,responsable,responsable
6340,politique,politique
6341,qui,qui
6342,veut,vouloir
6343,faire,faire
6344,des,du
6345,choses,chose
6346,qui,qui
6347,marchent,marcher
6348,.,.
6349,Votre,votre
6350,décision,décision
6351,d,d
6352,exonérer,exonérer
6353,les,le
6354,heures,heure
6355,supplémentaires,supplémentaire
6356,coûte,coûter
6357,milliards,milliard
6358,d,d
6359,euros,euro
6360,.,.
6361,Les,le
6362,emplois,emploi
6363,tremplins,tremplin
6364,cela,cela
6365,marche,marche
6366,et,et
6367,cela,cela
6368,ne,ne
6369,coûte,coûter
6370,rien,rien
6371,.,.
6372,Pourquoi,pourquoi
6373,parce,parce
6374,que,que
6375,c,c
6376,est,être
6377,le,le
6378,recyclage,recyclage
6379,des,du
6380,fonds,fond|fonds
6381,de,de
6382,la,le
6383,formation,formation
6384,professionnelle,professionnel
6385,et,et
6386,des,du
6387,dépenses,dépense
6388,d,d
6389,indemnisation,indemnisation
6390,du,du
6391,chômage,chômage
6392,.,.
6393,Je,je
6394,préfère,préférer
6395,voir,voir
6396,un,un
6397,jeune,jeune
6398,en,en
6399,activité,activité
6400,payé,payer|payer
6401,pendant,pendant
6402,mois,moi|mois
6403,par,par
6404,les,le
6405,collectivités,collectivité
6406,locales,local
6407,.,.
6408,Elles,elle
6409,ont,avoir
6410,déjà,déjà
6411,commencé,commencer
6412,et,et
6413,cela,cela
6414,fonctionne,fonctionner
6415,dans,dans
6416,ma,mon
6417,propre,propre
6418,région,région
6419,.,.
6420,J,j
6421,ai,avoir
6422,déjà,déjà
6423,créé,créer
6424,emplois,emploi
6425,tremplins,tremplin
6426,.,.
6427,Ensuite,ensuite
6428,les,le
6429,jeunes,jeune
6430,font,faire
6431,leurs,leur
6432,preuves,preuve
6433,dans,dans
6434,l,l
6435,entreprise,entreprendre
6436,.,.
6437,Ils,il
6438,montrent,montrer
6439,de,de
6440,quoi,quoi
6441,ils,il
6442,sont,être
6443,capables,capable
6444,et,et
6445,au,au
6446,bout,bout
6447,de,de
6448,ces,ce
6449,mois,moi|mois
6450,l,l
6451,entreprise,entreprendre
6452,leur,leur
6453,fait,fait
6454,un,un
6455,contrat,contrat
6456,à,à
6457,durée,durée
6458,indéterminée,indéterminer
6459,.,.
6460,S,s
6461,ils,il
6462,sont,être
6463,inadaptés,inadapté
6464,à,à
6465,l,l
6466,entreprise,entreprendre
6467,on,on
6468,leur,lui
6469,donne,donner
6470,une,un
6471,formation,formation
6472,professionnelle,professionnel
6473,complémentaire,complémentaire
6474,.,.
6475,Je,je
6476,pense,penser
6477,que,que
6478,l,l
6479,emploi,emploi
6480,va,aller
6481,à,à
6482,l,l
6483,emploi,emploi
6484,.,.
6485,Un,un
6486,jeune,jeune
6487,qualifié,qualifier
6488,diplômé,diplômé
6489,qui,qui
6490,a,avoir
6491,la,le
6492,possibilité,possibilité
6493,de,de
6494,montrer,montrer
6495,ce,ce
6496,dont,dont
6497,il,il
6498,est,être
6499,capable,capable
6500,dans,dans
6501,l,l
6502,entreprise,entreprendre
6503,bien,bien
6504,souvent,souvent
6505,il,il
6506,va,aller
6507,rester,rester
6508,dans,dans
6509,l,l
6510,entreprise,entreprendre
6511,car,car
6512,il,il
6513,va,aller
6514,y,y
6515,avoir,avoir
6516,un,un
6517,lien,lien
6518,de,de
6519,confiance,confiance
6520,.,.
6521,Je,je
6522,voudrais,vouloir
6523,faire,faire
6524,un,un
6525,rappel,rappel
6526,historique,historique
6527,.,.
6528,Depuis,depuis
6529,le,le
6530,lendemain,lendemain
6531,du,du
6532,premier,premier
6533,choc,choc
6534,pétrolier,pétrolier
6535,c,c
6536,était,être
6537,le,le
6538,premier,premier
6539,grand,grand
6540,débat,débat
6541,entre,entre
6542,deux,deux
6543,candidats,candidat
6544,à,à
6545,la,le
6546,finale,finale
6547,de,de
6548,la,la
6549,présidentielle,présidentiel
6550,.,.
6551,Tous,tout
6552,les,le
6553,candidats,candidat
6554,de,de
6555,gauche,gauche
6556,et,et
6557,de,de
6558,droite,droit|droite
6559,ont,avoir
6560,dit,dire
6561,je,je
6562,vais,aller
6563,gagner,gagner
6564,la,le
6565,bataille,bataille
6566,contre,contre
6567,l,l
6568,emploi,emploi
6569,.,.
6570,On,on
6571,voit,voir
6572,où,où
6573,on,on
6574,en,en
6575,est,être
6576,aujourd,aujourd
6577,hui,hui
6578,.,.
6579,Quelles,quel
6580,sont,être
6581,vos,votre
6582,solutions,solution
6583,à,à
6584,vous,vous
6585,nicolas,nicolas
6586,sarkozy,sarkozy
6587,pour,pour
6588,arriver,arriver
6589,au,au
6590,plein,plein
6591,emploi,emploi
6592,aujourd,aujourd
6593,hui,hui
6594,c,c
6595,est,être
6596,le,le
6597,plus,plus
6598,faible,faible
6599,taux,tau|taux
6600,de,de
6601,chômage,chômage
6602,en,en
6603,france,france
6604,depuis,depuis
6605,ans,an
6606,.,.
6607,Je,je
6608,ne,ne
6609,dis,dire
6610,pas,pas
6611,que,que
6612,l,l
6613,on,on
6614,a,avoir
6615,tout,tout
6616,réussi,réussir
6617,mais,mais
6618,c,c
6619,est,être
6620,le,le
6621,taux,tau|taux
6622,le,le
6623,plus,plus
6624,faible,faible
6625,.,.
6626,Comment,comment
6627,faire,faire
6628,pour,pour
6629,aller,aller
6630,plus,plus
6631,loin,loin
6632,ce,ce
6633,que,que
6634,dit,dire
6635,mme,madame
6636,royal,royal
6637,est,être
6638,intéressant,intéressant
6639,.,.
6640,C,c
6641,est,être
6642,une,un
6643,différence,différence
6644,essentielle,essentiel
6645,entre,entre
6646,son,son
6647,projet,projet
6648,et,et
6649,le,le
6650,mien,mien
6651,.,.
6652,Au,au
6653,fond,fond
6654,elle,elle
6655,est,être
6656,dans,dans
6657,la,le
6658,stricte,strict
6659,logique,logique
6660,socialiste,socialiste
6661,du,du
6662,partage,partage
6663,du,du
6664,temps,temps
6665,de,de
6666,travail,travail
6667,.,.
6668,Il,il
6669,y,y
6670,a,avoir
6671,un,un
6672,temps,temps
6673,de,de
6674,travail,travail
6675,qui,qui
6676,est,être
6677,comme,comme
6678,un,un
6679,gâteau,gâteau
6680,il,il
6681,faut,falloir
6682,le,le
6683,partager,partager
6684,.,.
6685,Elle,elle
6686,nous,nous
6687,dit,dire
6688,que,que
6689,personne,personne
6690,ne,ne
6691,travaille,travailler
6692,plus,plus
6693,de,de
6694,heures,heure
6695,ainsi,ainsi
6696,cela,cela
6697,obligera,obliger
6698,les,le
6699,autres,autre
6700,à,à
6701,embaucher,embaucher
6702,.,.
6703,Nulle,nul
6704,part,part
6705,ailleurs,ailleurs
6706,dans,dans
6707,le,le
6708,monde,monde
6709,on,on
6710,ne,ne
6711,fait,faire
6712,cela,cela
6713,.,.
6714,Il,il
6715,n,n
6716,y,y
6717,a,avoir
6718,pas,pas
6719,un,un
6720,seul,seul
6721,pays,pays
6722,madame,madame
6723,socialiste,socialiste
6724,ou,ou
6725,pas,pas
6726,qui,qui
6727,a,avoir
6728,retenu,retenir
6729,la,le
6730,logique,logique
6731,du,du
6732,partage,partage
6733,du,du
6734,temps,temps
6735,de,de
6736,travail,travail
6737,qui,qui
6738,est,être
6739,une,un
6740,erreur,erreur
6741,monumentale,monumental
6742,.,.
6743,Les,le
6744,heures,heure
6745,n,n
6746,ont,avoir
6747,pas,pas
6748,créé,créer
6749,d,d
6750,emplois,emploi
6751,et,et
6752,ont,avoir
6753,été,être
6754,responsables,responsable
6755,de,de
6756,quelque,quelque
6757,chose,chose
6758,de,de
6759,plus,plus
6760,grave,graver
6761,encore,encore
6762,la,le
6763,rigueur,rigueur
6764,salariale,salarial
6765,qui,qui
6766,fait,faire
6767,que,que
6768,nos,notre
6769,salaires,salaire
6770,sont,être
6771,trop,trop
6772,bas,bas
6773,.,.
6774,Cela,cela
6775,pèse,peser
6776,sur,sur
6777,le,le
6778,pouvoir,pouvoir
6779,d,d
6780,achat,achat
6781,des,du
6782,français,français
6783,.,.
6784,Le,le
6785,pouvoir,pouvoir
6786,d,d
6787,achat,achat
6788,en,en
6789,berne,berne
6790,c,c
6791,est,être
6792,moins,moins
6793,de,de
6794,croissance,croissance
6795,.,.
6796,Je,je
6797,propose,proposer
6798,une,un
6799,autre,autre
6800,stratégie,stratégie
6801,la,le
6802,stratégie,stratégie
6803,qui,qui
6804,a,avoir
6805,marché,marcher
6806,partout,partout
6807,.,.
6808,Vous,vous
6809,citez,citer
6810,les,le
6811,démocraties,démocratie
6812,du,du
6813,nord,nord
6814,de,de
6815,l,l
6816,europe,europe
6817,c,c
6818,est,être
6819,ce,ce
6820,qu,qu
6821,ils,il
6822,font,faire
6823,.,.
6824,Vous,vous
6825,avez,avoir
6826,votre,votre
6827,ami,ami
6828,blair,blair
6829,au,au
6830,royaume,royaume
6831,uni,uni
6832,c,c
6833,est,être
6834,ce,ce
6835,qu,qu
6836,il,il
6837,a,avoir
6838,fait,faire
6839,.,.
6840,Zapattero,zapattero
6841,c,c
6842,est,être
6843,ce,ce
6844,qu,qu
6845,il,il
6846,a,avoir
6847,fait,faire
6848,.,.
6849,Le,le
6850,travail,travail
6851,des,du
6852,uns,un
6853,crée,créer
6854,le,le
6855,travail,travail
6856,des,du
6857,autres,autre
6858,.,.
6859,C,c
6860,est,être
6861,pourquoi,pourquoi
6862,l,l
6863,institut,institut
6864,rexecode,rexecode
6865,organisme,organisme
6866,indépendant,indépendant
6867,a,avoir
6868,noté,noter
6869,le,le
6870,projet,projet
6871,économique,économique
6872,.,.
6873,.,.
6874,.,.
6875,On,on
6876,connaît,connaître
6877,la,le
6878,musique,musique
6879,c,c
6880,est,être
6881,l,l
6882,organisme,organisme
6883,du,du
6884,medef,medef
6885,.,.
6886,Vous,vous
6887,le,le
6888,savez,savoir
6889,bien,bien
6890,.,.
6891,Savez,savoir
6892,vous,vous
6893,par,par
6894,qui,qui
6895,il,il
6896,est,être
6897,dirigé,diriger
6898,par,par
6899,michel,michel
6900,didier,didier
6901,l,l
6902,un,un
6903,des,du
6904,économistes,économiste
6905,que,que
6906,jospin,jospin
6907,avait,avoir
6908,nommé,nommer
6909,en,en
6910,dans,dans
6911,son,son
6912,conseil,conseil
6913,des,du
6914,experts,expert
6915,.,.
6916,L,l
6917,organisme,organisme
6918,que,que
6919,vous,vous
6920,venez,venir
6921,de,de
6922,contester,contester
6923,son,son
6924,président,président
6925,a,avoir
6926,été,être
6927,nommé,nommer
6928,par,par
6929,lionel,lionel
6930,jospin,jospin
6931,lui,lui
6932,même,même
6933,dans,dans
6934,le,le
6935,conseil,conseil
6936,des,du
6937,experts,expert
6938,qui,qui
6939,entourait,entourer
6940,le,le
6941,conseil,conseil
6942,des,du
6943,ministres,ministre
6944,d,d
6945,alors,alors
6946,.,.
6947,Ce,ce
6948,n,n
6949,est,être
6950,pas,pas
6951,gentil,gentil
6952,pour,pour
6953,jospin,jospin
6954,.,.
6955,Que,que
6956,cela,cela
6957,a,avoir
6958,entraîné,entraîner
6959,un,un
6960,point,point
6961,de,de
6962,croissance,croissance
6963,en,en
6964,moins,moins
6965,.,.
6966,C,c
6967,est,être
6968,bien,bien
6969,l,l
6970,organisme,organisme
6971,du,du
6972,medef,medef
6973,.,.
6974,Monsieur,monsieur
6975,juppé,juppé
6976,nous,nous
6977,a,avoir
6978,servi,servir
6979,cet,ce
6980,argument,argument
6981,régulièrement,régulièrement
6982,.,.
6983,Continuez,continuer
6984,.,.
6985,Merci,merci
6986,de,de
6987,m,m
6988,y,y
6989,autoriser,autoriser
6990,mon,mon
6991,projet,projet
6992,crée,créer
6993,emplois,emploi
6994,de,de
6995,plus,plus
6996,.,.
6997,Merci,merci
6998,medef,medef
6999,non,non
7000,allez,aller
7001,y,y
7002,continuez,continuer
7003,pourquoi,pourquoi
7004,regardez,regarder
7005,vous,vous
7006,toute,tout
7007,personne,personne
7008,qui,qui
7009,n,n
7010,a,avoir
7011,pas,pas
7012,votre,votre
7013,opinion,opinion
7014,avec,avec
7015,ironie,ironie
7016,avec,avec
7017,mépris,mépris
7018,l,l
7019,institut,institut
7020,rexecode,rexecode
7021,n,n
7022,est,être
7023,pas,pas
7024,l,l
7025,institut,institut
7026,du,du
7027,medef,medef
7028,.,.
7029,Et,et
7030,quand,quand
7031,bien,bien
7032,même,même
7033,.,.
7034,.,.
7035,.,.
7036,C,c
7037,est,être
7038,parce,parce
7039,qu,qu
7040,on,on
7041,est,être
7042,chef,chef
7043,d,d
7044,entreprise,entreprendre
7045,que,que
7046,l,l
7047,on,on
7048,ne,ne
7049,connaît,connaître
7050,rien,rien
7051,à,à
7052,l,l
7053,emploi,emploi
7054,parce,parce
7055,que,que
7056,l,l
7057,on,on
7058,n,n
7059,est,être
7060,pas,pas
7061,de,de
7062,gauche,gauche
7063,on,on
7064,n,n
7065,a,avoir
7066,pas,pas
7067,le,le
7068,droit,droit
7069,de,de
7070,parler,parler
7071,de,de
7072,ces,ce
7073,sujets,sujet
7074,j,j
7075,attache,attacher
7076,beaucoup,beaucoup
7077,de,de
7078,prix,prix
7079,à,à
7080,vos,votre
7081,réponses,réponse
7082,.,.
7083,Je,je
7084,ne,ne
7085,dis,dire
7086,pas,pas
7087,que,que
7088,c,c
7089,est,être
7090,stupide,stupide
7091,.,.
7092,J,j
7093,essaie,essayer
7094,de,de
7095,comprendre,comprendre
7096,et,et
7097,d,d
7098,expliquer,expliquer
7099,aux,au
7100,français,français
7101,quelles,quel
7102,sont,être
7103,nos,notre
7104,différences,différence
7105,.,.
7106,Tous,tout
7107,les,la|le
7108,pays,pays
7109,du,du
7110,monde,monde
7111,ont,avoir
7112,augmenté,augmenter
7113,les,le
7114,possibilités,possibilité
7115,de,de
7116,travailler,travailler
7117,.,.
7118,Première,premier
7119,modification,modification
7120,aujourd,aujourd
7121,hui,hui
7122,les,le
7123,heures,heure
7124,supplémentaires,supplémentaire
7125,sont,être
7126,payées,payer|payer
7127,de,de
7128,plus,plus
7129,.,.
7130,Je,je
7131,ferai,faire
7132,payer,payer|payer
7133,de,de
7134,plus,plus
7135,.,.
7136,Comme,comme
7137,il,il
7138,n,n
7139,y,y
7140,aura,avoir
7141,pas,pas
7142,de,de
7143,charges,charge
7144,les,le
7145,entreprises,entreprise
7146,pourront,pouvoir
7147,augmenter,augmenter
7148,les,le
7149,salaires,salaire
7150,.,.
7151,Avec,avec
7152,du,du
7153,salaire,salaire
7154,augmenté,augmenter
7155,on,on
7156,donne,donner
7157,du,du
7158,pouvoir,pouvoir
7159,d,d
7160,achat,achat
7161,.,.
7162,Avec,avec
7163,du,du
7164,pouvoir,pouvoir
7165,d,d
7166,achat,achat
7167,on,on
7168,crée,créer
7169,de,de
7170,la,le
7171,croissance,croissance
7172,.,.
7173,Avec,avec
7174,la,le
7175,croissance,croissance
7176,on,on
7177,crée,créer
7178,des,du
7179,emplois,emploi
7180,.,.
7181,Comme,comme
7182,les,le
7183,cotisations,cotisation
7184,sociales,social
7185,sont,être
7186,déplafonnées,déplafonner
7187,l,l
7188,entreprise,entreprise
7189,qui,qui
7190,donne,donner
7191,une,un
7192,heure,heure
7193,supplémentaire,supplémentaire
7194,doit,devoir
7195,payer,payer|payer
7196,de,de
7197,plus,plus
7198,je,je
7199,propose,proposer
7200,plus,plus
7201,des,du
7202,cotisations,cotisation
7203,sociales,social
7204,augmentées,augmenter
7205,à,à
7206,dû,devoir
7207,prorata,prorata
7208,de,de
7209,l,l
7210,augmentation,augmentation
7211,du,du
7212,salaire,salaire
7213,.,.
7214,Elle,elle
7215,n,n
7216,a,avoir
7217,pas,pas
7218,intérêt,intérêt
7219,à,à
7220,les,la|le
7221,donner,donner
7222,.,.
7223,On,on
7224,a,avoir
7225,fait,faire
7226,ce,ce
7227,système,système
7228,invraisemblable,invraisemblable
7229,que,que
7230,le,le
7231,contribuable,contribuable
7232,paie,paie
7233,milliards,milliard
7234,pour,pour
7235,financer,financer
7236,les,le
7237,heures,heure
7238,et,et
7239,que,que
7240,les,le
7241,salariés,salarié
7242,n,n
7243,ont,avoir
7244,pas,pas
7245,droit,droit
7246,aux,au
7247,augmentations,augmentation
7248,de,de
7249,salaire,salaire
7250,dont,dont
7251,ils,il
7252,ont,avoir
7253,besoin,besoin
7254,.,.
7255,Je,je
7256,proposerais,proposer
7257,deux,deux
7258,autres,autre
7259,choses,chose
7260,pour,pour
7261,trouver,trouver
7262,le,le
7263,plein,plein
7264,emploi,emploi
7265,.,.
7266,Offres,offrir
7267,d,d
7268,emplois,emploi
7269,ne,ne
7270,sont,être
7271,pas,pas
7272,satisfaites,satisfaire
7273,.,.
7274,Je,je
7275,souhaite,souhaiter
7276,créer,créer
7277,un,un
7278,service,service
7279,public,public
7280,de,de
7281,l,l
7282,emploi,emploi
7283,en,en
7284,fusionnant,fusionner
7285,l,l
7286,unedic,unedic
7287,et,et
7288,l,l
7289,anpe,anpe
7290,.,.
7291,Dans,dan
7292,la,le
7293,conception,conception
7294,de,de
7295,la,le
7296,république,république
7297,il,il
7298,ne,ne
7299,peut,pouvoir
7300,pas,pas
7301,y,y
7302,avoir,avoir
7303,des,du
7304,droits,droit
7305,sans,sans
7306,les,le
7307,devoirs,devoir
7308,.,.
7309,Je,je
7310,propose,proposer
7311,que,que
7312,l,l
7313,on,on
7314,ne,ne
7315,puisse,pouvoir
7316,pas,pas
7317,lorsqu,lorsqu
7318,on,on
7319,est,être
7320,chômeur,chômeur
7321,refuser,refuser
7322,plus,plus
7323,de,de
7324,deux,deux
7325,offres,offrir
7326,d,d
7327,emplois,emploi
7328,successives,successif
7329,qui,qui
7330,correspondent,correspondre
7331,bien,bien
7332,sûr,sûr
7333,à,à
7334,vos,votre
7335,qualifications,qualification
7336,et,et
7337,à,à
7338,la,le
7339,région,région
7340,où,où
7341,vous,vous
7342,habitez,habiter
7343,.,.
7344,Tous,tout
7345,les,le
7346,autres,autre
7347,pays,pays
7348,le,le
7349,font,faire
7350,.,.
7351,J,j
7352,ai,avoir
7353,été,être
7354,au,au
7355,royaume,royaume
7356,uni,uni
7357,c,c
7358,est,être
7359,extrêmement,extrêmement
7360,intéressant,intéressant
7361,.,.
7362,Quand,quand
7363,vous,vous
7364,êtes,être
7365,chômeur,chômeur
7366,vous,vous
7367,êtes,être
7368,reçu,recevoir
7369,tous,tout
7370,les,le
7371,quinze,quinze
7372,jours,jour
7373,.,.
7374,Dans,dans
7375,le,le
7376,service,service
7377,public,public
7378,d,d
7379,aujourd,aujourd
7380,hui,hui
7381,le,le
7382,premier,premier
7383,service,service
7384,public,public
7385,est,être
7386,au,au
7387,bout,bout
7388,de,de
7389,quatre,quatre
7390,mois,moi|mois
7391,.,.
7392,Je,je
7393,propose,proposer
7394,qu,qu
7395,il,il
7396,n,n
7397,y,y
7398,ait,avoir
7399,pas,pas
7400,un,un
7401,seul,seul
7402,bénéficiaire,bénéficiaire
7403,de,de
7404,minima,minima
7405,social,social
7406,qui,qui
7407,ne,ne
7408,soit,être
7409,pas,pas
7410,conduit,conduire
7411,à,à
7412,exercer,exercer
7413,une,un
7414,activité,activité
7415,quelle,quel
7416,qu,qu
7417,elle,elle
7418,soit,être
7419,pour,pour
7420,retrouver,retrouver
7421,la,le
7422,dignité,dignité
7423,de,de
7424,lui,lui
7425,même,même
7426,et,et
7427,rendre,rendre
7428,à,à
7429,la,le
7430,collectivité,collectivité
7431,ce,ce
7432,que,que
7433,la,le
7434,collectivité,collectivité
7435,lui,lui
7436,donne,donner
7437,.,.
7438,Par,par
7439,ce,ce
7440,système,système
7441,avec,avec
7442,le,le
7443,contrat,contrat
7444,de,de
7445,sécurisation,sécurisation
7446,professionnelle,professionnel
7447,il,il
7448,n,n
7449,y,y
7450,aura,avoir
7451,plus,plus
7452,aucun,aucun
7453,licenciement,licenciement
7454,économique,économique
7455,si,si
7456,je,je
7457,suis,suivre|être
7458,président,président
7459,de,de
7460,la,le
7461,république,république
7462,sans,sans
7463,que,que
7464,la,le
7465,personne,personne
7466,licenciée,licencier
7467,n,n
7468,ait,avoir
7469,immédiatement,immédiatement
7470,un,un
7471,contrat,contrat
7472,avec,avec
7473,le,le
7474,service,service
7475,public,public
7476,de,de
7477,l,l
7478,emploi,emploi
7479,du,du
7480,dernier,dernier
7481,salaire,salaire
7482,qui,qui
7483,lui,lui
7484,permettra,permettre
7485,de,de
7486,retrouver,retrouver
7487,un,un
7488,emploi,emploi
7489,ou,ou
7490,une,un
7491,formation,formation
7492,.,.
7493,Avec,avec
7494,borloo,borloo
7495,nous,nous
7496,l,l
7497,avons,avoir
7498,expérimenté,expérimenter
7499,dans,dans
7500,sept,sept
7501,bassins,bassin
7502,d,d
7503,emploi,emploi
7504,.,.
7505,Ont,avoir
7506,été,être
7507,signés,signer
7508,cela,cela
7509,marche,marche
7510,.,.
7511,Le,le
7512,plein,plein
7513,emploi,emploi
7514,madame,madame
7515,royal,royal
7516,il,il
7517,n,n
7518,y,y
7519,a,avoir
7520,aucune,aucun
7521,raison,raison
7522,que,que
7523,ce,ce
7524,soit,être
7525,pour,pour
7526,les,le
7527,autres,autre
7528,.,.
7529,Si,si
7530,vous,vous
7531,continuez,continuer
7532,pour,pour
7533,les,le
7534,heures,heure
7535,dont,dont
7536,j,j
7537,aimerais,aimer
7538,que,que
7539,vous,vous
7540,disiez,dire
7541,si,si
7542,vous,vous
7543,les,la|le
7544,généralisez,généraliser
7545,vous,vous
7546,les,la|le
7547,gardez,garder
7548,ou,ou
7549,vous,vous
7550,les,la|le
7551,gardez,garder
7552,comme,comme
7553,un,un
7554,minimum,minimum
7555,et,et
7556,vous,vous
7557,laissez,laisser
7558,les,le
7559,gens,gens
7560,travailler,travailler
7561,pour,pour
7562,gagner,gagner
7563,plus,plus
7564,c,c
7565,est,être
7566,une,un
7567,question,question
7568,qui,qui
7569,intéresse,intéresser
7570,les,le
7571,français,français
7572,.,.
7573,Si,si
7574,vous,vous
7575,pensez,penser
7576,que,que
7577,les,le
7578,heures,heure
7579,ont,avoir
7580,créé,créer
7581,autant,autant
7582,de,de
7583,dégâts,dégât
7584,pourquoi,pourquoi
7585,ne,ne
7586,les,la|le
7587,avez,avoir
7588,vous,vous
7589,pas,pas
7590,supprimées,supprimer
7591,pendant,pendant
7592,ces,ce
7593,cinq,cinq
7594,années,année
7595,parce,parce
7596,que,que
7597,vous,vous
7598,savez,savoir
7599,.,.
7600,.,.
7601,.,.
7602,Puis,puis
7603,je,je
7604,répondre,répondre
7605,à,à
7606,cela,cela
7607,allez,aller
7608,y,y
7609,parce,parce
7610,que,que
7611,vous,vous
7612,savez,savoir
7613,bien,bien
7614,que,que
7615,cela,cela
7616,correspond,correspondre
7617,à,à
7618,un,un
7619,progrès,progrès
7620,social,social
7621,.,.
7622,Vous,vous
7623,savez,savoir
7624,ce,ce
7625,que,que
7626,les,le
7627,gens,gens
7628,ont,avoir
7629,fait,faire
7630,du,du
7631,temps,temps
7632,libéré,libéré
7633,qui,qui
7634,ont,avoir
7635,créé,créer
7636,plus,plus
7637,d,d
7638,un,un
7639,million,million
7640,d,d
7641,emplois,emploi
7642,les,le
7643,gens,gens
7644,pour,pour
7645,d,d
